variant,query_id,query_type,top_k,rerank,retriever,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk
hybrid_dense_hash_k5_rerank,q016,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q017,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q018,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.448e-05,7.676e-05,7.676e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q019,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.928e-05,8.156e-05,8.156e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q020,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q021,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.64e-05,7.868e-05,7.868e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q022,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q023,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.868e-05,8.096e-05,8.096e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q024,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.496e-05,7.724e-05,7.724e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q025,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.628e-05,7.856e-05,7.856e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q026,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.904e-05,8.132e-05,8.132e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9811320754716981,1.0,0.01226415094339628
hybrid_dense_hash_k5_rerank,q027,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9821428571428571,1.0,0.011607142857142927
hybrid_dense_hash_k5_rerank,q028,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.88e-05,8.108e-05,8.108e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q029,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.664e-05,7.892e-05,7.892e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q030,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.592e-05,7.82e-05,7.82e-05,203.1,90.0,310.0,603.1,603.1,0.5,0.5,0.38685280723454163,0.2,0.5,1.0,0.4,0.20999999999999996
hybrid_dense_hash_k5_rerank,q031,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.832e-05,8.06e-05,8.06e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q032,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.82e-05,8.048e-05,8.048e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q033,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.7e-05,7.928e-05,7.928e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q034,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.856e-05,8.084e-05,8.084e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q035,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q036,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.64e-05,7.868e-05,7.868e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q037,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.892e-05,8.12e-05,8.12e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q038,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.46e-05,7.688e-05,7.688e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q039,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.748e-05,7.976e-05,7.976e-05,203.1,90.0,310.0,603.1,603.1,0.6666666666666666,0.5,0.49818925746641285,0.4,0.6666666666666666,1.0,0.6,0.14
hybrid_dense_hash_k5_rerank,q040,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,0.9469024295259745,0.6,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q041,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q042,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.14
hybrid_dense_hash_k5_rerank,q043,ambiguous,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.436e-05,7.664e-05,7.664e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.7122630665145961,0.6,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q044,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.76e-05,7.988e-05,7.988e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q045,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,0.8503449055347546,0.4,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q046,vendor_risk,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.904e-05,8.132e-05,8.132e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,0.9807692307692307,1.0,0.012500000000000067
hybrid_dense_hash_k5_rerank,q047,cloud_operations,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q048,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.652e-05,7.88e-05,7.88e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.75,0.08750000000000002
hybrid_dense_hash_k5_rerank,q049,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.472e-05,7.7e-05,7.7e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6509209298071326,0.4,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q050,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.676e-05,7.904e-05,7.904e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q051,stale_context,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.736e-05,7.964e-05,7.964e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q052,fact_lookup,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.448e-05,7.676e-05,7.676e-05,203.1,90.0,310.0,603.1,603.1,1.0,0.5,0.6309297535714575,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q053,cost_latency,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.844e-05,8.072e-05,8.072e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q054,compliance,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.724e-05,7.952e-05,7.952e-05,203.1,90.0,310.0,603.1,603.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0
hybrid_dense_hash_k5_rerank,q055,policy_reasoning,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.208e-05,7.436e-05,7.436e-05,203.1,90.0,310.0,603.1,603.1,0.5,1.0,0.6131471927654584,0.2,0.5,1.0,0.8,0.07000000000000006
hybrid_dense_hash_k5_rerank,q056,multi_hop,5.0,true,hybrid_dense_hash,2.28e-06,2e-05,5.892e-05,8.12e-05,8.12e-05,203.1,90.0,310.0,603.1,603.1,0.3333333333333333,0.5,0.2960819109658652,0.2,0.3333333333333333,1.0,0.6,0.14
